num	kind	unid	bie	term	desc	name	occur	xpath
310	ヘッダ部	UN01005930	ASBIE	インボイス文書決済／インボイス文書合計金額グループ	インボイス文書の合計金額に関するグループ	ram:SpecifiedCIIHTradeSettlementMonetarySummation	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation
311	ヘッダ部	UN01005941	ABIE	インボイス文書合計金額クラス	インボイス文書合計金額に関する情報からなるクラス	ram:CIIHTradeSettlementMonetarySummation	－	
312	ヘッダ部	UN01005945	BBIE	インボイス文書総合計金額（税抜き）	インボイス文書の総合計金額（税抜き）＝\n鑑ヘッダ譲渡資産合計金額（税抜き）＋未決済総合計金額	ram:TaxBasisTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:TaxBasisTotalAmount
313	ヘッダ部	UN01005946	BBIE	鑑ヘッダ総合計税額	鑑ヘッダ課税分類税額の総合計税額	ram:TaxTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:TaxTotalAmount
314	ヘッダ部	UN01005948	BBIE	インボイス文書総合計金額（税込み）	インボイス文書総合計金額（税込み）\n＝鑑ヘッダ譲渡資産合計金額（税込み）+未決済総合計金額	ram:GrandTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:GrandTotalAmount
315	ヘッダ部	UN01005950	BBIE	前払金額	インボイス文書総合計金額のうち、すでに前払いで支払済合計金額\n前払いユースケースでは必須	ram:TotalPrepaidAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:TotalPrepaidAmount
316	ヘッダ部	UN01008445	BBIE	支払責務金額総合計	前払いユースケースの支払責務金額＝\n	ram:DuePayableAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:DuePayableAmount
317	ヘッダ部	UN01008451	BBIE	鑑ヘッダ譲渡資産合計金額(税抜き)	鑑ヘッダ譲渡資産金額総合計金額（税抜き）＝∑文書ヘッダ課税分類譲渡資産合計金額（税抜き）	ram:NetLineTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:NetLineTotalAmount
318	ヘッダ部	UN01013091	BBIE	鑑ヘッダ譲渡資産合計金額(税込み)	鑑ヘッダ譲渡資産金額総合計金額（税込み）＝∑文書ヘッダ課税分類譲渡資産合計金額（税込み）	ram:IncludingTaxesLineTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIIHTradeSettlementMonetarySummation/ram:IncludingTaxesLineTotalAmount
319	ヘッダ部	UN01005931	ASBIE	インボイス文書決済／鑑ヘッダ調整グループ	インボイス文書の鑑ヘッダ調整に関するグループ	ram:SpecifiedCIFinancialAdjustment	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment
320	ヘッダ部	UN01005487	ABIE	鑑ヘッダ調整クラス	鑑ヘッダ調整に関する情報からなるクラス	ram:CIFinancialAdjustment	－	
321	ヘッダ部	UN01005488	BBIE	鑑ヘッダ調整理由コード	鑑ヘッダ調整金額の内容を識別するコード	ram:ReasonCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:ReasonCode
322	ヘッダ部	UN01005489	BBIE	鑑ヘッダ調整理由	鑑ヘッダ調整の内容説明	ram:Reason	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:Reason
323	ヘッダ部	UN01005490	BBIE	鑑ヘッダ調整金額	鑑ヘッダ調整金額\n'＝（修正インボイス金額ー誤りインボイス金額）\n調整ユースケースでは必須	ram:ActualAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:ActualAmount
324	ヘッダ部	UN01014649	BBIE	鑑ヘッダ調整取引方向コード	鑑ヘッダ調整額、鑑ヘッダ調整税額の＋ーを識別するコード\n調整ユースケースでは必須	ram:DirectionCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:DirectionCode
325	ヘッダ部	UN01009671	ASBIE	インボイス文書調整／参照文書グループ	インボイス文書の調整でインボイス文書が参照する文書に関するグループ	ram:InvoiceReferenceCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument
326	ヘッダ部	UN01005579	ABIE	インボイス参照文書クラス	この調整でインボイス文書が参照する文書のクラス	ram:CIReferencedDocument	－	
327	ヘッダ部	UN01005580	BBIE	インボイス参照文書番号	この調整でインボイス文書が参照する文書に記載の文書番号	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:IssuerAssignedID
328	ヘッダ部	UN01005582	BBIE	インボイス参照文書発行日	この調整でインボイスが参照する文書に記載の発行日付	ram:IssueDateTime	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:IssueDateTime
329	ヘッダ部	UN01005586	BBIE	インボイス文書参照文書参照タイプコード	この調整で参照する前回インボイス文書の参照タイプに関するコード＝OI  (Previous invoice number)	ram:ReferenceTypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:ReferenceTypeCode
330	ヘッダ部	UN01005588	BBIE	インボイス参照文書履歴番号	この調整でインボイスが参照する文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:RevisionID
331	ヘッダ部	UN01009672	BBIE	インボイス参照文書タイプコード	この調整でインボイス文書が参照する文書のタイプを識別するコード	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:TypeCode
332	ヘッダ部	UN01014899	BBIE	インボイス参照文書サブタイプコード	この調整で修正インボイス文書が参照する文書のサブタイプを識別するコード	ram:SubtypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:SubtypeCode
333	ヘッダ部	UN01014897	ASBIE	文書調整／鑑ヘッダ調整税グループ	インボイス文書調整の鑑ヘッダ調整税クラスに関するグループ	ram:RelatedCITradeTax	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:RelatedCITradeTax
334	ヘッダ部	UN01005832	ABIE	鑑ヘッダ調整税クラス	鑑ヘッダ調整の税クラス	ram:CITradeTax	－	
335	ヘッダ部	UN01005833	BBIE	鑑ヘッダ調整税額	鑑ヘッダの調整税額\n＝修正インボイス税額ー誤りインボイス税額	ram:CalculatedAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:RelatedCITradeTax/ram:CalculatedAmount
336	ヘッダ部	UN01005836	BBIE	鑑ヘッダ調整税率	鑑ヘッダ調整の税率	ram:CalculatedRate	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:RelatedCITradeTax/ram:CalculatedRate
337	ヘッダ部	UN01005841	BBIE	鑑ヘッダ調整課税分類コード	鑑ヘッダ調整の課税分類コード	ram:CategoryCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:RelatedCITradeTax/ram:CategoryCode
338	ヘッダ部	UN01008773	ASBIE	インボイス文書決済／前払グループ	前払に関するグループ	ram:SpecifiedAdvancePayment	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment
339	ヘッダ部	UN01001295	ABIE	前払クラス	前払に関するクラス	ram:AdvancePayment	－	
340	ヘッダ部	UN01001296	BBIE	前払金額	前払の金額	ram:PaidAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment/ram:PaidAmount
341	ヘッダ部	UN01001297	BBIE	前払受領日	前払金額の受領日	ram:ReceivedDateTime	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment/ram:ReceivedDateTime
342	ヘッダ部	JPS2300002	BBIE	前払識別子	前払者が付与した前払識別子	ram:IdentificationID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment/ram:IdentificationID
343	ヘッダ部	JPS2300003	ASBIE	前払／支払条件グループ	前払の支払条件に関するグループ	ram:IdentifiedCITradePaymentTerms	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment/ram:IdentifiedCITradePaymentTerms
344	ヘッダ部	UN01005779	ABIE	前払支払条件クラス	前払い支払条件のクラス	ram:CITradePaymentTerms	－	
345	ヘッダ部	UN01008502	BBIE	前払条件タイプコード	前払い支払条件のタイプを指定するコード	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedAdvancePayment/ram:IdentifiedCITradePaymentTerms/ram:TypeCode
346	ヘッダ部	UN01015492	ASBIE	インボイス文書決済／未決済合計金額グループ	未決済合計金額に関するグループ	ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation
347	ヘッダ部	UN01005941	ABIE	未決済合計金額クラス	未決済合計金額（消費税対象外）に関する情報からなるクラス	ram:CIIHTradeSettlementMonetarySummation	－	
348	ヘッダ部	UN01005943	BBIE	追加請求合計金額（消費税対象外）	消費税が関係しない追加請求合計金額。立替金等。\n（課税分類コード＝Ｏの取引）	ram:ChargeTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:ChargeTotalAmount
349	ヘッダ部	UN01005944	BBIE	返金合計金額（消費税対象外）	消費税が関係しない返金合計金額。立替返金等。\n（課税分類コード＝Ｏの取引）	ram:AllowanceTotalAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:AllowanceTotalAmount
350	ヘッダ部	UN01005948	BBIE	前回インボイス総合計金額（税込み）	前回インボイス文書の総合計金額（税込み）	ram:GrandTotalAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:GrandTotalAmount
351	ヘッダ部	UN01005950	BBIE	入金済金額（前回インボイス分）	前回インボイス文書総合計金額のうち、入金済合計金額	ram:TotalPrepaidAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:TotalPrepaidAmount
352	ヘッダ部	UN01008445	BBIE	未決済総合計金額	未決済総合計金額＝\n前回インボイス総合計金額（税込み）ー入金済金額(前回インボイス分)＋追加請求合計額（消費税対象外）ー返金合計額（消費税対象外）	ram:DuePayableAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:DuePayableAmount
353	ヘッダ部	UN01015493	ASBIE	未決済合計金額／参照文書グループ	未決済合計金額が参照する文書に関するグループ	ram:SpecifiedCIReferencedDocument	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument
354	ヘッダ部	UN01005579	ABIE	未決済参照文書クラス	未決済合計金額が参照する文書のクラス	ram:CIReferencedDocument	－	
355	ヘッダ部	UN01005580	BBIE	未決済参照文書番号	未決済合計金額が参照する文書に記載の文書番号	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:IssuerAssignedID
356	ヘッダ部	UN01005582	BBIE	未決済参照文書発行日	未決済合計金額が参照する文書に記載の発行日付	ram:IssueDateTime	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:IssueDateTime
357	ヘッダ部	UN01005586	BBIE	未決済参照インボイス文書参照タイプコード	未決済合計金額が参照する文書を識別するコード。\n属性＝「OI」Previous invoice number	ram:ReferenceTypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:ReferenceTypeCode
358	ヘッダ部	UN01005588	BBIE	未決済参照文書履歴番号	未決済合計金額が参照する文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:RevisionID
359	ヘッダ部	UN01006415	BBIE	未決済参照文書情報	未決済合計金額が参照する文書に関する情報	ram:Information	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:Information
360	ヘッダ部	UN01009672	BBIE	未決済参照文書タイプコード	未決済合計金額が参照する文書のタイプを識別するコード	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:TypeCode
361	ヘッダ部	UN01011455	BBIE	未決済参照文書添付ファイル	未決済合計金額の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合は鑑ヘッダの添付バイナリファイル識別子（UN01006015）を指定する。	ram:AttachmentBinaryObject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:AttachmentBinaryObject
362	ヘッダ部	UN01014899	BBIE	未決済参照文書サブタイプコード	未決済合計金額が参照する文書のサブタイプを識別するコード	ram:SubtypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:SubtypeCode
363	ヘッダ部	UN01005940	ASBIE	統合文書取引／明細文書行グループ	統合請求（区分３請求）で複数の文書を統合する場合に、統合する複数の文書を明細文書行として識別するグループ。\n\n単一請求（区分」請求、区分2請求）の場合はこのグループは明細文書番号＝１のみを利用する	ram:IncludedCIILSupplyChainTradeLineItem	1..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem
364	ヘッダ部	UN01005988	ABIE	明細文書行クラス	統合文書へ統合される明細文書行のクラス	ram:CIILSupplyChainTradeLineItem	－	
365	ヘッダ部	UN01005989	ASBIE	明細文書行／明細文書グループ	統合文書の明細文書行を構成する明細文書に関するグループ。	ram:AssociatedCIILDocumentLineDocument	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument
366	ヘッダ部	UN01005953	ABIE	明細文書クラス	統合文書に統合される明細文書に関する情報からなるクラス。	ram:CIILDocumentLineDocument	－	
367	ヘッダ部	UN01005954	BBIE	明細文書番号	この統合文書に統合する複数の明細文書を特定し、識別するために付与した番号。\nデフォルトは「１」\n単一文書（区分1請求、区分２請求）の場合は非公開とし、EDIプロバイダが「１」をセットする。	ram:LineID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:LineID
